GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),SUNBED_ACCESS (CODE),SUNBED_ACCESS (DISPLAY),SUNBED_ACCESS (URL),SUNBED_CONTROL (CODE),SUNBED_CONTROL (DISPLAY),SUNBED_CONTROL (URL),SUNBED_INFO (CODE),SUNBED_INFO (DISPLAY),SUNBED_INFO (URL),SUNBED_TRAINING (CODE),SUNBED_TRAINING (DISPLAY),SUNBED_TRAINING (URL),SUNBED_SAFETY (CODE),SUNBED_SAFETY (DISPLAY),SUNBED_SAFETY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,161137 [127304-199085],161137.00000,127304.00000,199085.00000,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97.03204,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97.18636,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,97.71390,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,97.85376,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.60560,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.92238,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.69891,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.94595,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.79222,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.96815,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.88554,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.98896,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89.32088,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89.16328,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,88.61001,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88.45144,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.66149,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65923,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65700,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
